Gorod_PP_sokr;Город_ПП;ID;Год_Поступления;КодФакультета;Город_УЗ;Тип_УЗ;Пол;Основания;Изучаемый_Язык;Страна_ПП;Регион_ПП;Общежитие;Страна_Родители;Село;Иностранец;ЕГЭ;Общий балл;Тип паузы после УЗ;Месяц рождения;Наличие_Матери;Наличие_Отца;Статус;Код_группы;God_GR;Vozrast_to_VUS;Количество поступавших из города
Зимари;Зимари;51896;2013;30.0;не указано;не указано;Жен;ОО;Английский язык;Россия;Алтайский край;1;Россия;1.0;1.0;1;57;нет данных об обучении до ВУЗа;12;1;1.0;4;18658;1995;17.5833333333333;9
Барнаул;Барнаул;67194;2014;31.0;Барнаул;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;67;поступил сразу;11;0;0.0;3;15499;1996;17.6666666666667;6861
Камень;Камень;81021;2017;27.0;Алтайский Край;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;48;поступил сразу;08;1;1.0;3;18997;1999;17.9166666666667;181
Горно;Горно;74819;2016;24.0;Горно-Алтайск;Лицей;Муж;БН;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;86;поступил сразу;10;1;1.0;4;20766;1998;17.75;113
Барнаул;Барнаул;66732;2014;26.0;Алтайский Край;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;52;поступил сразу;12;0;0.0;4;18442;1996;17.5833333333333;6861
Барнаул;Барнаул;67226;2014;31.0;Барнаул;средняя школа;Жен;ДН;Немецкий язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;50;поступил сразу;09;0;0.0;3;21094;1996;17.8333333333333;6861
малое поселение;Атай;81252;2017;34.0;Кыргызстан;Университет;Муж;ОО;Английский язык;Кыргызстан;Джалал-Абадская область Кыргызстан;1;Кыргызстан;0.0;1.0;1;57;поступил сразу;02;1;1.0;3;19974;1995;22.4166666666667;1
Барнаул;Барнаул;45768;2012;28.0;не указано;не указано;Муж;ОО;нет данных;Россия;Алтайский край;0;Россия;0.0;0.0;1;80;нет данных об обучении до ВУЗа;01;1;1.0;4;14897;1994;18.5;6861
Бийск;Бийск;83997;2017;26.0;Бийск;ФГБОУ ВПО;Жен;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;72;от 5 до 10 лет;11;1;1.0;4;20881;1987;29.6666666666667;540
Барнаул;Барнаул;67332;2014;41.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;50.28;поступил сразу;10;0;0.0;4;17069;1998;15.75;6861
Барнаул;Барнаул;91321;2019;41.0;Барнаул;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;62.64;поступил сразу;01;0;0.0;3;22309;2004;15.5;6861
неизвестно;неизвестно;76247;2016;26.0;Алтайский Край;средняя школа;Муж;СН;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;65;поступил сразу;12;1;1.0;4;20649;1998;17.5833333333333;490
малое поселение;Шатуново;68288;2014;26.0;Барнаул;ФГБОУ ВПО;Жен;СН;Немецкий язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;57;поступил сразу;01;0;0.0;4;17040;1992;22.5;5
Барнаул;Барнаул;83521;2017;26.0;Барнаул;ФГБОУ ВО;Муж;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;51;поступил сразу;06;1;1.0;4;20070;1995;22.0833333333333;6861
Харитоново;Харитоново;56730;2013;26.0;Алтайский Край;Колледж;Жен;ДН;Английский язык;Россия;Алтайский край;0;Россия;1.0;не указано;1;52;поступил сразу;05;0;0.0;3;12403;1994;19.1666666666667;8
Барнаул;Барнаул;76451;2016;25.0;Казахстан;средняя школа;Жен;ДН;Английский язык;Россия;не указано;0;Казахстан;0.0;1.0;1;62;поступил сразу;02;1;1.0;4;20599;1999;17.4166666666667;6861
Барнаул;Барнаул;70359;2015;25.0;Барнаул;ФГБОУ ВПО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;68;поступил сразу;02;0;0.0;4;17286;1992;23.3333333333333;6861
Горно;Горно;68185;2014;26.0;Горно-Алтайск;ФГБОУ ВО;Муж;СН;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;71;поступил сразу;01;0;0.0;4;17045;1993;21.5;113
Барнаул;Барнаул;55438;2013;26.0;Алтайский Край;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;55;поступил сразу;10;0;0.0;4;17116;1995;17.75;6861
Барнаул;Барнаул;87242;2018;25.0;Барнаул;ФГБОУ ВО;Жен;БН;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;86;поступил сразу;04;1;1.0;4;21178;1997;21.25;6861
малое поселение;Шабаново;90783;2019;51.0;иное;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Кемеровская область;1;Россия;1.0;0.0;1;69;поступил сразу;12;0;0.0;3;21527;1996;22.5833333333333;1
Барнаул;Барнаул;90157;2019;51.0;Барнаул;средняя школа;Жен;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;60;поступил сразу;03;0;0.0;3;21523;2002;17.25;6861
Барнаул;Барнаул;69608;2015;27.0;Алтайский Край;средняя школа;Муж;БН;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;65;поступил сразу;12;0;0.0;4;19485;1996;18.5833333333333;6861
Барнаул;Барнаул;52036;2013;41.0;Барнаул;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;43;поступил сразу;11;0;0.0;3;13765;1996;16.5833333333333;6861
малое поселение;Новохарьковка;56911;2013;26.0;Барнаул;ФГБОУ ВПО;Жен;ДН;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;не указано;1;63;поступил сразу;01;0;0.0;3;12409;1990;23.5;1
Барнаул;Барнаул;54233;2012;41.0;Барнаул;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;43;поступил сразу;07;1;1.0;3;12139;1994;18;6861
Барнаул;Барнаул;50008;2013;34.0;Бийск;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;75;поступил сразу;01;0;0.0;4;16899;1995;18.5;6861
Камень;Камень;70659;2015;25.0;Алтайский Край;средняя школа;Муж;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;56;два года;09;0;0.0;4;20619;1995;19.75;181
Благовещенка;Благовещенка;50848;2013;40.0;Алтайский Край;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;76;поступил сразу;10;0;0.0;4;18170;1995;17.75;29
Барнаул;Барнаул;67864;2014;30.0;Барнаул;средняя школа;Муж;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;57;поступил сразу;04;0;0.0;4;19395;1996;18.25;6861
Барнаул;Барнаул;52377;2013;41.0;Барнаул;средняя школа;Жен;ОО;Немецкий язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;41;поступил сразу;08;0;0.0;3;12135;1995;17.8333333333333;6861
малое поселение;Правда;77103;2016;41.0;Алтайский Край;средняя школа;Жен;ОО;Немецкий язык;Россия;Алтайский край;1;Россия;1.0;0.0;0;69.63;поступил сразу;03;1;1.0;4;18737;1999;17.25;4
малое поселение;Сентелек;75415;2016;25.0;Барнаул;ФГБОУ ВО;Жен;СН;Немецкий язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;51;поступил сразу;12;1;1.0;4;19779;1993;22.5833333333333;4
Барнаул;Барнаул;66944;2014;26.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;60;поступил сразу;08;0;0.0;4;15515;1992;21.9166666666667;6861
Бийск;Бийск;87396;2018;26.0;Бийск;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;1;Россия;0.0;0.0;1;50;поступил сразу;07;1;1.0;3;20347;2000;17.9166666666667;540
Барнаул;Барнаул;73244;2015;25.0;Барнаул;техникум;Жен;ДН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;48;поступил сразу;07;0;0.0;3;20618;1996;18.9166666666667;6861
Малиновое;Малиновое;92200;2019;27.0;Алтайский Край;ФГБОУ ВО;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;1.0;0.0;1;46;поступил сразу;09;0;0.0;3;21918;1999;19.8333333333333;15
Семей;Семей;64940;2014;27.0;Казахстан;средняя школа;Муж;ОО;Английский язык;Казахстан;Казахстан;0;Казахстан;0.0;1.0;1;70;поступил сразу;04;0;0.0;3;14640;1997;17.25;92
Заринск;Заринск;67121;2014;28.0;Заринск;средняя школа;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;91;поступил сразу;06;0;0.0;4;18182;1996;18.0833333333333;129
Барнаул;Барнаул;49533;2011;27.0;не указано;не указано;Муж;ОО;нет данных;Россия;Алтайский край;0;Россия;0.0;0.0;1;72;нет данных об обучении до ВУЗа;09;1;1.0;4;14623;1993;17.75;6861
Барнаул;Барнаул;74569;2016;27.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;46;поступил сразу;02;1;1.0;3;17529;1998;18.4166666666667;6861
Барнаул;Барнаул;68776;2014;41.0;Барнаул;средняя школа;Муж;СН;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;0;50.625;поступил сразу;05;0;0.0;3;14354;1997;17.1666666666667;6861
Барнаул;Барнаул;70576;2015;36.0;Барнаул;ФГБОУ ВО;Жен;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;77;поступил сразу;09;0;0.0;4;17338;1991;23.75;6861
Барнаул;Барнаул;51164;2013;35.0;Барнаул;средняя школа;Муж;ОО;Английский язык;Россия;Алтайский край;0;Россия;0.0;0.0;1;86;поступил сразу;03;0;0.0;4;16910;1995;18.3333333333333;6861
Барнаул;Барнаул;51265;2012;35.0;не указано;не указано;Муж;ОО;нет данных;Россия;Алтайский край;0;Россия;0.0;0.0;1;85;нет данных об обучении до ВУЗа;01;1;1.0;4;14996;1994;18.5;6861
